review_text,rating,date,customer_type
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-02-07,Solo
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,1,2025-04-20,Couple
The food was limited. Very disappointed with the service.,2,2025-04-01,Business
The staff was kind. Really enjoyed my stay!,5,2025-11-01,Solo
The food was cold. Very disappointed with the service.,1,2025-03-14,Group
The cleanliness was fresh. Really enjoyed my stay!,4,2025-11-07,Couple
The staff was friendly. Really enjoyed my stay!,5,2026-01-09,Business
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-09,Business
The staff was kind. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-27,Solo
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-14,Business
The cleanliness was moldy. Very disappointed with the service. I would consider coming back if things improve.,1,2025-09-29,Family
The food was limited. Very disappointed with the service.,2,2025-06-06,Business
The room was comfortable. Really enjoyed my stay!,4,2025-08-21,Family
The food was expensive. Very disappointed with the service.,2,2025-08-02,Couple
The food was okay. Nothing special but met basic needs.,3,2026-01-28,Solo
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-10-29,Solo
The staff was kind. Really enjoyed my stay!,4,2025-12-19,Couple
The cleanliness was dirty. Very disappointed with the service.,1,2025-06-13,Couple
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-04,Group
The food was expensive. Very disappointed with the service.,2,2025-06-17,Family
The food was okay. Nothing special but met basic needs.,3,2025-03-19,Couple
The room was okay. Nothing special but met basic needs.,3,2025-09-03,Business
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-01-13,Solo
The staff was friendly. Really enjoyed my stay!,5,2025-03-20,Group
The cleanliness was moldy. Very disappointed with the service.,2,2025-01-12,Group
The room was dirty. Very disappointed with the service.,2,2025-03-24,Couple
The cleanliness was fresh. Really enjoyed my stay!,5,2025-07-25,Business
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-04,Couple
The staff was slow. Very disappointed with the service. I would consider coming back if things improve.,2,2026-01-30,Business
The food was delicious. Really enjoyed my stay!,5,2025-01-23,Business
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-06-25,Solo
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-10-22,Group
The room was comfortable. Really enjoyed my stay!,5,2025-12-16,Business
The food was tasty. Really enjoyed my stay!,5,2025-10-16,Group
The staff was helpful. Really enjoyed my stay!,5,2025-02-23,Couple
The cleanliness was okay. Nothing special but met basic needs.,3,2025-04-24,Group
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,2,2025-01-08,Solo
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,2,2025-10-20,Couple
The cleanliness was dusty. Very disappointed with the service.,1,2025-08-03,Group
The staff was unwelcoming. Very disappointed with the service. I would consider coming back if things improve.,2,2025-02-08,Solo
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-12,Family
The food was limited. Very disappointed with the service.,2,2025-01-03,Business
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-09,Family
The cleanliness was okay. Nothing special but met basic needs.,3,2025-10-03,Group
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-10-28,Couple
The staff was unwelcoming. Very disappointed with the service.,2,2025-01-21,Business
The room was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-06-24,Solo
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-29,Family
The staff was professional. Really enjoyed my stay!,4,2025-09-11,Solo
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-09-24,Solo
The cleanliness was dusty. Very disappointed with the service.,2,2025-01-11,Solo
The food was expensive. Very disappointed with the service.,1,2025-02-16,Business
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-08,Couple
The room was bed. Really enjoyed my stay!,4,2025-09-02,Group
The room was comfortable. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-08-22,Family
The cleanliness was spotless. Really enjoyed my stay!,4,2025-02-18,Family
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-16,Solo
The food was okay. Nothing special but met basic needs.,3,2025-07-21,Solo
The cleanliness was dirty. Very disappointed with the service.,2,2025-03-30,Family
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-07-12,Solo
The staff was unwelcoming. Very disappointed with the service.,2,2025-02-11,Couple
The room was noisy. Very disappointed with the service.,1,2025-07-06,Solo
The food was tasty. Really enjoyed my stay!,5,2025-12-20,Group
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-04-28,Solo
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-02-15,Business
The food was breakfast. Really enjoyed my stay!,5,2025-07-29,Solo
The food was buffet. Really enjoyed my stay!,5,2025-06-11,Group
The food was cold. Very disappointed with the service.,1,2025-03-01,Couple
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-10-13,Family
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-30,Couple
The staff was helpful. Really enjoyed my stay!,4,2025-10-26,Family
The cleanliness was moldy. Very disappointed with the service.,2,2026-01-21,Group
The staff was okay. Nothing special but met basic needs.,3,2025-03-14,Couple
The staff was unwelcoming. Very disappointed with the service.,2,2025-12-14,Family
The food was buffet. Really enjoyed my stay!,4,2025-10-28,Business
The food was okay. Nothing special but met basic needs.,3,2025-02-16,Solo
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-01-23,Solo
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-03-05,Solo
The cleanliness was dusty. Very disappointed with the service.,1,2025-08-31,Couple
The room was noisy. Very disappointed with the service. I would consider coming back if things improve.,1,2025-10-04,Business
The staff was helpful. Really enjoyed my stay!,5,2025-07-22,Business
The food was delicious. Really enjoyed my stay!,5,2025-03-26,Family
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-31,Couple
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-05-28,Couple
The room was small. Very disappointed with the service.,2,2025-02-03,Couple
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-20,Solo
The staff was okay. Nothing special but met basic needs.,3,2025-09-02,Business
The room was bed. Really enjoyed my stay!,4,2025-11-07,Business
The cleanliness was fresh. Really enjoyed my stay!,5,2025-11-29,Group
The cleanliness was fresh. Really enjoyed my stay!,4,2025-12-14,Business
The food was okay. Nothing special but met basic needs.,3,2025-02-02,Couple
The cleanliness was dirty. Very disappointed with the service.,1,2025-12-20,Group
The food was okay. Nothing special but met basic needs.,3,2025-02-27,Family
The room was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-03,Solo
The staff was kind. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-04-08,Couple
The food was tasty. Really enjoyed my stay!,4,2025-12-21,Group
The cleanliness was dusty. Very disappointed with the service.,1,2025-10-19,Solo
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,1,2025-05-30,Business
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-09,Couple
The food was delicious. Really enjoyed my stay!,4,2026-01-31,Solo
The room was okay. Nothing special but met basic needs.,3,2025-08-16,Couple
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-01,Group
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-12-09,Business
The staff was helpful. Really enjoyed my stay!,5,2025-11-07,Business
The cleanliness was dirty. Very disappointed with the service.,2,2025-07-16,Solo
The cleanliness was okay. Nothing special but met basic needs.,3,2025-06-23,Solo
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-21,Family
The food was limited. Very disappointed with the service.,1,2025-05-31,Solo
The food was buffet. Really enjoyed my stay!,5,2025-06-23,Business
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-03,Group
The room was dirty. Very disappointed with the service.,1,2025-04-24,Family
The staff was rude. Very disappointed with the service.,2,2025-05-25,Business
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-07-23,Group
The cleanliness was dusty. Very disappointed with the service.,2,2025-11-20,Couple
The food was okay. Nothing special but met basic needs.,3,2025-10-08,Group
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-07-06,Family
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-01-12,Family
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-14,Business
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,1,2025-07-27,Family
The food was buffet. Really enjoyed my stay!,4,2025-11-29,Family
The cleanliness was okay. Nothing special but met basic needs.,3,2025-09-05,Group
The room was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-09-08,Family
The staff was okay. Nothing special but met basic needs.,3,2025-01-24,Business
The room was small. Very disappointed with the service.,1,2025-11-21,Solo
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-22,Couple
The food was breakfast. Really enjoyed my stay!,4,2025-06-16,Couple
The staff was professional. Really enjoyed my stay!,4,2025-04-26,Group
The staff was unwelcoming. Very disappointed with the service.,1,2025-05-06,Business
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-07-25,Family
The food was expensive. Very disappointed with the service.,2,2025-03-07,Solo
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-08-23,Solo
The staff was kind. Really enjoyed my stay!,4,2025-12-04,Family
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-11-22,Family
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-11-04,Business
The room was clean. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-18,Group
The food was breakfast. Really enjoyed my stay!,5,2025-03-27,Business
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-01,Group
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-11,Solo
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-09-19,Business
The food was limited. Very disappointed with the service.,2,2025-08-12,Couple
The food was buffet. Really enjoyed my stay!,5,2025-08-20,Business
The staff was friendly. Really enjoyed my stay!,4,2025-03-08,Solo
The staff was helpful. Really enjoyed my stay!,5,2025-07-15,Couple
The food was cold. Very disappointed with the service.,2,2025-10-24,Family
The cleanliness was dusty. Very disappointed with the service.,1,2025-01-27,Solo
The food was limited. Very disappointed with the service.,2,2025-02-27,Couple
The staff was kind. Really enjoyed my stay!,5,2025-09-02,Group
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-03-13,Business
The cleanliness was moldy. Very disappointed with the service.,2,2025-09-16,Couple
The food was buffet. Really enjoyed my stay!,4,2025-05-22,Couple
The staff was professional. Really enjoyed my stay!,4,2025-04-02,Group
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-02,Solo
The staff was friendly. Really enjoyed my stay!,4,2026-01-26,Group
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-27,Family
The cleanliness was fresh. Really enjoyed my stay!,4,2025-05-24,Solo
The food was expensive. Very disappointed with the service.,1,2025-05-03,Family
The staff was unwelcoming. Very disappointed with the service.,1,2025-02-18,Business
The food was delicious. Really enjoyed my stay!,5,2025-02-12,Family
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-12-12,Solo
The room was dirty. Very disappointed with the service.,1,2026-01-21,Business
The food was delicious. Really enjoyed my stay!,5,2025-12-21,Couple
The food was expensive. Very disappointed with the service.,1,2025-06-16,Group
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-07,Business
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-13,Family
The staff was okay. Nothing special but met basic needs.,3,2025-06-19,Business
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-07-27,Family
The cleanliness was dusty. Very disappointed with the service.,2,2025-02-18,Solo
The food was buffet. Really enjoyed my stay!,4,2025-06-09,Couple
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-05-04,Group
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,2,2026-01-18,Family
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-11-11,Group
The food was delicious. Really enjoyed my stay!,5,2026-02-05,Couple
The room was comfortable. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-05,Solo
The staff was okay. Nothing special but met basic needs.,3,2025-02-17,Business
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-09-28,Couple
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-13,Family
The cleanliness was dusty. Very disappointed with the service.,2,2025-06-01,Business
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-02-19,Group
The room was quiet. Really enjoyed my stay!,5,2025-03-03,Business
The staff was helpful. Really enjoyed my stay!,5,2025-04-16,Solo
The food was limited. Very disappointed with the service.,2,2025-05-17,Group
The cleanliness was spotless. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-06-29,Family
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,1,2025-01-13,Couple
The staff was slow. Very disappointed with the service.,2,2025-07-17,Solo
The cleanliness was dirty. Very disappointed with the service.,1,2025-10-21,Solo
The cleanliness was dusty. Very disappointed with the service.,1,2025-12-04,Solo
The staff was slow. Very disappointed with the service. I would consider coming back if things improve.,1,2025-05-02,Business
The staff was unwelcoming. Very disappointed with the service.,2,2025-07-12,Couple
The room was noisy. Very disappointed with the service.,2,2025-10-27,Family
The room was spacious. Really enjoyed my stay!,4,2025-02-10,Couple
The room was clean. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-12-29,Business
The staff was professional. Really enjoyed my stay!,4,2025-05-08,Family
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-18,Business
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-12-25,Solo
The cleanliness was moldy. Very disappointed with the service. I would consider coming back if things improve.,2,2025-06-04,Family
The staff was unwelcoming. Very disappointed with the service.,1,2025-03-31,Couple
The staff was helpful. Really enjoyed my stay!,4,2025-09-24,Family
The staff was kind. Really enjoyed my stay!,5,2026-01-09,Solo
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-10-13,Couple
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-02-14,Business
The staff was kind. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-23,Solo
The cleanliness was okay. Nothing special but met basic needs.,3,2025-12-21,Business
The staff was helpful. Really enjoyed my stay!,5,2025-05-14,Business
The staff was rude. Very disappointed with the service.,1,2025-11-12,Solo
The cleanliness was dusty. Very disappointed with the service.,1,2025-02-27,Family
The staff was rude. Very disappointed with the service.,1,2025-01-09,Solo
The cleanliness was fresh. Really enjoyed my stay!,4,2025-08-27,Couple
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-01-31,Couple
The staff was okay. Nothing special but met basic needs.,3,2025-11-23,Solo
The staff was slow. Very disappointed with the service.,1,2025-10-13,Solo
The cleanliness was dusty. Very disappointed with the service.,2,2025-08-15,Family
The room was okay. Nothing special but met basic needs.,3,2025-07-01,Family
