review_text,rating,date,customer_type,cleaned_text,sentiment
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-15,Group,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The food was limited. Very disappointed with the service.,2,2025-09-16,Group,the food was limited very disappointed with the service,Negative
The staff was helpful. Really enjoyed my stay!,4,2026-01-16,Family,the staff was helpful really enjoyed my stay,Positive
The staff was rude. Very disappointed with the service.,1,2025-06-20,Family,the staff was rude very disappointed with the service,Negative
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,2,2025-09-15,Couple,the staff was rude very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-05-29,Solo,the cleanliness was hygienic really enjoyed my stay,Positive
The room was quiet. Really enjoyed my stay!,5,2025-07-08,Group,the room was quiet really enjoyed my stay,Positive
The food was expensive. Very disappointed with the service.,2,2025-12-05,Group,the food was expensive very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-05-08,Solo,the cleanliness was hygienic really enjoyed my stay i would consider coming back if things improve,Positive
The food was delicious. Really enjoyed my stay!,4,2025-08-11,Business,the food was delicious really enjoyed my stay,Positive
The cleanliness was moldy. Very disappointed with the service.,1,2025-06-19,Family,the cleanliness was moldy very disappointed with the service,Negative
The room was comfortable. Really enjoyed my stay!,4,2025-12-21,Solo,the room was comfortable really enjoyed my stay,Positive
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-06-21,Group,the cleanliness was hygienic really enjoyed my stay,Positive
The room was comfortable. Really enjoyed my stay!,4,2025-01-13,Family,the room was comfortable really enjoyed my stay,Positive
The food was delicious. Really enjoyed my stay!,5,2025-02-12,Family,the food was delicious really enjoyed my stay,Positive
The cleanliness was spotless. Really enjoyed my stay!,4,2025-07-04,Solo,the cleanliness was spotless really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-04-05,Business,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was spotless. Really enjoyed my stay!,4,2025-02-18,Family,the cleanliness was spotless really enjoyed my stay,Positive
The food was tasty. Really enjoyed my stay!,4,2025-03-15,Couple,the food was tasty really enjoyed my stay,Positive
The room was small. Very disappointed with the service.,2,2025-02-14,Solo,the room was small very disappointed with the service,Negative
The food was expensive. Very disappointed with the service.,2,2025-06-17,Family,the food was expensive very disappointed with the service,Negative
The room was clean. Really enjoyed my stay!,5,2025-01-07,Family,the room was clean really enjoyed my stay,Positive
The staff was rude. Very disappointed with the service.,2,2025-05-29,Business,the staff was rude very disappointed with the service,Negative
The room was spacious. Really enjoyed my stay!,4,2025-01-24,Family,the room was spacious really enjoyed my stay,Positive
The food was buffet. Really enjoyed my stay!,4,2025-08-22,Business,the food was buffet really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-04-13,Family,the staff was okay nothing special but met basic needs,Neutral
The food was cold. Very disappointed with the service.,2,2025-11-10,Couple,the food was cold very disappointed with the service,Negative
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-12-12,Solo,the food was delicious really enjoyed my stay i would consider coming back if things improve,Positive
The staff was slow. Very disappointed with the service.,2,2025-10-09,Solo,the staff was slow very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-04-06,Group,the cleanliness was hygienic really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,5,2025-11-07,Business,the staff was helpful really enjoyed my stay,Positive
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,2,2025-01-28,Group,the food was expensive very disappointed with the service i would consider coming back if things improve,Negative
The staff was slow. Very disappointed with the service. I would consider coming back if things improve.,2,2025-08-24,Business,the staff was slow very disappointed with the service i would consider coming back if things improve,Negative
The room was okay. Nothing special but met basic needs.,3,2025-07-09,Business,the room was okay nothing special but met basic needs,Neutral
The food was okay. Nothing special but met basic needs.,3,2025-10-06,Business,the food was okay nothing special but met basic needs,Neutral
The room was okay. Nothing special but met basic needs.,3,2025-05-03,Family,the room was okay nothing special but met basic needs,Neutral
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-02-07,Solo,the cleanliness was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-06-15,Group,the room was quiet really enjoyed my stay i would consider coming back if things improve,Positive
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-01,Group,the staff was professional really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was moldy. Very disappointed with the service.,2,2025-02-06,Couple,the cleanliness was moldy very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-09,Couple,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The room was dirty. Very disappointed with the service.,1,2025-01-09,Family,the room was dirty very disappointed with the service,Negative
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-08-18,Solo,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The room was okay. Nothing special but met basic needs.,3,2025-12-22,Business,the room was okay nothing special but met basic needs,Neutral
The food was tasty. Really enjoyed my stay!,5,2026-01-07,Family,the food was tasty really enjoyed my stay,Positive
The food was cold. Very disappointed with the service.,2,2025-10-24,Family,the food was cold very disappointed with the service,Negative
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-24,Solo,the staff was professional really enjoyed my stay i would consider coming back if things improve,Positive
The room was okay. Nothing special but met basic needs.,3,2025-06-13,Couple,the room was okay nothing special but met basic needs,Neutral
The food was delicious. Really enjoyed my stay!,4,2026-01-25,Solo,the food was delicious really enjoyed my stay,Positive
The food was tasty. Really enjoyed my stay!,5,2025-12-19,Couple,the food was tasty really enjoyed my stay,Positive
The cleanliness was dirty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-09-03,Business,the cleanliness was dirty very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was okay. Nothing special but met basic needs.,3,2025-04-11,Couple,the cleanliness was okay nothing special but met basic needs,Neutral
The food was limited. Very disappointed with the service.,2,2025-11-01,Solo,the food was limited very disappointed with the service,Negative
The food was breakfast. Really enjoyed my stay!,5,2025-07-29,Solo,the food was breakfast really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2026-01-21,Group,the staff was okay nothing special but met basic needs,Neutral
The cleanliness was spotless. Really enjoyed my stay!,4,2025-03-21,Couple,the cleanliness was spotless really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-11-11,Group,the cleanliness was fresh really enjoyed my stay i would consider coming back if things improve,Positive
The food was delicious. Really enjoyed my stay!,4,2025-08-19,Business,the food was delicious really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,5,2025-10-09,Group,the staff was helpful really enjoyed my stay,Positive
The cleanliness was dirty. Very disappointed with the service.,2,2026-01-16,Family,the cleanliness was dirty very disappointed with the service,Negative
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-04-21,Solo,the room was spacious really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-03-04,Group,the cleanliness was hygienic really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs.,3,2025-03-31,Group,the food was okay nothing special but met basic needs,Neutral
The cleanliness was spotless. Really enjoyed my stay!,4,2025-01-04,Group,the cleanliness was spotless really enjoyed my stay,Positive
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-11-02,Solo,the cleanliness was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-04-20,Solo,the room was spacious really enjoyed my stay i would consider coming back if things improve,Positive
The staff was kind. Really enjoyed my stay!,5,2025-07-29,Couple,the staff was kind really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-12-05,Family,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was dusty. Very disappointed with the service.,1,2025-01-27,Solo,the cleanliness was dusty very disappointed with the service,Negative
The room was spacious. Really enjoyed my stay!,4,2025-01-26,Business,the room was spacious really enjoyed my stay,Positive
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,1,2025-07-27,Family,the staff was rude very disappointed with the service i would consider coming back if things improve,Negative
The room was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-29,Family,the room was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The food was delicious. Really enjoyed my stay!,4,2026-01-31,Solo,the food was delicious really enjoyed my stay,Positive
The staff was kind. Really enjoyed my stay!,4,2025-01-30,Couple,the staff was kind really enjoyed my stay,Positive
The food was limited. Very disappointed with the service.,2,2025-10-14,Business,the food was limited very disappointed with the service,Negative
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-03-31,Business,the food was tasty really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was spotless. Really enjoyed my stay!,4,2025-03-27,Solo,the cleanliness was spotless really enjoyed my stay,Positive
The staff was unwelcoming. Very disappointed with the service. I would consider coming back if things improve.,1,2025-01-09,Couple,the staff was unwelcoming very disappointed with the service i would consider coming back if things improve,Negative
The food was cold. Very disappointed with the service.,2,2025-01-06,Couple,the food was cold very disappointed with the service,Negative
The food was breakfast. Really enjoyed my stay!,4,2025-06-16,Couple,the food was breakfast really enjoyed my stay,Positive
The room was noisy. Very disappointed with the service. I would consider coming back if things improve.,1,2025-10-12,Business,the room was noisy very disappointed with the service i would consider coming back if things improve,Negative
The staff was professional. Really enjoyed my stay!,5,2025-05-22,Family,the staff was professional really enjoyed my stay,Positive
The staff was unwelcoming. Very disappointed with the service.,1,2025-05-06,Business,the staff was unwelcoming very disappointed with the service,Negative
The room was small. Very disappointed with the service.,2,2025-11-28,Group,the room was small very disappointed with the service,Negative
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-02-04,Group,the food was tasty really enjoyed my stay i would consider coming back if things improve,Positive
The staff was kind. Really enjoyed my stay!,4,2025-12-04,Family,the staff was kind really enjoyed my stay,Positive
The room was noisy. Very disappointed with the service.,1,2025-01-16,Family,the room was noisy very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs.,3,2025-09-02,Business,the staff was okay nothing special but met basic needs,Neutral
The food was breakfast. Really enjoyed my stay!,5,2025-01-12,Solo,the food was breakfast really enjoyed my stay,Positive
The room was dirty. Very disappointed with the service.,2,2025-06-20,Solo,the room was dirty very disappointed with the service,Negative
The cleanliness was dirty. Very disappointed with the service.,1,2025-10-21,Solo,the cleanliness was dirty very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-02-14,Family,the room was okay nothing special but met basic needs,Neutral
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-07-15,Business,the staff was friendly really enjoyed my stay i would consider coming back if things improve,Positive
The room was quiet. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-10-22,Group,the room was quiet really enjoyed my stay i would consider coming back if things improve,Positive
The staff was unwelcoming. Very disappointed with the service.,1,2025-02-25,Couple,the staff was unwelcoming very disappointed with the service,Negative
The cleanliness was okay. Nothing special but met basic needs.,3,2025-03-17,Group,the cleanliness was okay nothing special but met basic needs,Neutral
The cleanliness was spotless. Really enjoyed my stay!,4,2025-09-26,Solo,the cleanliness was spotless really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-05-21,Family,the cleanliness was fresh really enjoyed my stay i would consider coming back if things improve,Positive
The food was buffet. Really enjoyed my stay!,5,2026-01-28,Group,the food was buffet really enjoyed my stay,Positive
The food was delicious. Really enjoyed my stay!,5,2025-03-26,Family,the food was delicious really enjoyed my stay,Positive
The cleanliness was dusty. Very disappointed with the service.,2,2025-06-27,Business,the cleanliness was dusty very disappointed with the service,Negative
The food was delicious. Really enjoyed my stay!,5,2025-12-09,Family,the food was delicious really enjoyed my stay,Positive
The room was bed. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-06-10,Solo,the room was bed really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-12-25,Solo,the cleanliness was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The room was comfortable. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-08-22,Family,the room was comfortable really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was dusty. Very disappointed with the service.,2,2025-05-16,Couple,the cleanliness was dusty very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-10-13,Couple,the room was okay nothing special but met basic needs,Neutral
The food was okay. Nothing special but met basic needs.,3,2025-09-09,Couple,the food was okay nothing special but met basic needs,Neutral
The room was noisy. Very disappointed with the service.,2,2025-10-15,Couple,the room was noisy very disappointed with the service,Negative
The room was clean. Really enjoyed my stay!,5,2025-08-08,Solo,the room was clean really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-08-04,Solo,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The room was dirty. Very disappointed with the service.,1,2025-04-24,Family,the room was dirty very disappointed with the service,Negative
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-13,Family,the food was breakfast really enjoyed my stay i would consider coming back if things improve,Positive
The food was buffet. Really enjoyed my stay!,4,2025-05-26,Group,the food was buffet really enjoyed my stay,Positive
The room was spacious. Really enjoyed my stay!,4,2025-03-14,Couple,the room was spacious really enjoyed my stay,Positive
The cleanliness was okay. Nothing special but met basic needs.,3,2025-03-06,Family,the cleanliness was okay nothing special but met basic needs,Neutral
The room was small. Very disappointed with the service.,2,2025-09-02,Business,the room was small very disappointed with the service,Negative
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-07-11,Solo,the food was breakfast really enjoyed my stay i would consider coming back if things improve,Positive
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-09-24,Group,the food was tasty really enjoyed my stay i would consider coming back if things improve,Positive
The staff was professional. Really enjoyed my stay!,5,2025-03-28,Solo,the staff was professional really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,4,2025-10-21,Business,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-05-18,Family,the cleanliness was fresh really enjoyed my stay,Positive
The food was limited. Very disappointed with the service. I would consider coming back if things improve.,1,2025-07-27,Family,the food was limited very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was fresh. Really enjoyed my stay!,5,2025-07-25,Business,the cleanliness was fresh really enjoyed my stay,Positive
The staff was slow. Very disappointed with the service.,1,2025-11-25,Business,the staff was slow very disappointed with the service,Negative
The room was comfortable. Really enjoyed my stay!,4,2025-04-24,Family,the room was comfortable really enjoyed my stay,Positive
The room was comfortable. Really enjoyed my stay!,4,2026-01-26,Group,the room was comfortable really enjoyed my stay,Positive
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,2,2025-12-12,Family,the cleanliness was dusty very disappointed with the service i would consider coming back if things improve,Negative
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-02-14,Business,the food was delicious really enjoyed my stay i would consider coming back if things improve,Positive
The food was buffet. Really enjoyed my stay!,5,2025-08-20,Business,the food was buffet really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-14,Business,the food was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was rude. Very disappointed with the service.,2,2025-02-25,Business,the staff was rude very disappointed with the service,Negative
The food was cold. Very disappointed with the service.,1,2025-03-01,Couple,the food was cold very disappointed with the service,Negative
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-10-29,Solo,the cleanliness was dusty very disappointed with the service i would consider coming back if things improve,Negative
The staff was friendly. Really enjoyed my stay!,4,2025-01-02,Couple,the staff was friendly really enjoyed my stay,Positive
The cleanliness was dirty. Very disappointed with the service.,2,2025-03-30,Family,the cleanliness was dirty very disappointed with the service,Negative
The food was limited. Very disappointed with the service.,2,2025-02-26,Group,the food was limited very disappointed with the service,Negative
The food was cold. Very disappointed with the service. I would consider coming back if things improve.,2,2026-01-18,Family,the food was cold very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was okay. Nothing special but met basic needs.,3,2025-12-11,Group,the cleanliness was okay nothing special but met basic needs,Neutral
The food was tasty. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-09,Business,the food was tasty really enjoyed my stay i would consider coming back if things improve,Positive
The food was delicious. Really enjoyed my stay!,4,2025-10-19,Business,the food was delicious really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,4,2025-04-14,Solo,the staff was helpful really enjoyed my stay,Positive
The room was bed. Really enjoyed my stay!,5,2025-10-08,Couple,the room was bed really enjoyed my stay,Positive
The staff was kind. Really enjoyed my stay!,4,2025-09-18,Couple,the staff was kind really enjoyed my stay,Positive
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-05-11,Family,the food was delicious really enjoyed my stay i would consider coming back if things improve,Positive
The staff was professional. Really enjoyed my stay!,5,2025-01-26,Family,the staff was professional really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,4,2025-02-03,Business,the staff was helpful really enjoyed my stay,Positive
The staff was kind. Really enjoyed my stay!,5,2025-08-31,Group,the staff was kind really enjoyed my stay,Positive
The food was delicious. Really enjoyed my stay!,4,2025-04-06,Business,the food was delicious really enjoyed my stay,Positive
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-12-09,Business,the staff was professional really enjoyed my stay i would consider coming back if things improve,Positive
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2026-01-30,Couple,the food was delicious really enjoyed my stay i would consider coming back if things improve,Positive
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-07-12,Solo,the food was buffet really enjoyed my stay i would consider coming back if things improve,Positive
The staff was unwelcoming. Very disappointed with the service.,1,2025-02-18,Business,the staff was unwelcoming very disappointed with the service,Negative
The room was spacious. Really enjoyed my stay!,4,2025-07-22,Family,the room was spacious really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-08-19,Solo,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The food was okay. Nothing special but met basic needs.,3,2025-08-09,Business,the food was okay nothing special but met basic needs,Neutral
The food was okay. Nothing special but met basic needs.,3,2025-02-04,Family,the food was okay nothing special but met basic needs,Neutral
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-10-29,Couple,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The staff was friendly. Really enjoyed my stay! I would consider coming back if things improve.,4,2026-01-31,Solo,the staff was friendly really enjoyed my stay i would consider coming back if things improve,Positive
The food was delicious. Really enjoyed my stay!,4,2025-05-16,Family,the food was delicious really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay!,5,2025-08-02,Business,the staff was friendly really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-08-03,Solo,the food was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The room was okay. Nothing special but met basic needs.,3,2025-08-16,Couple,the room was okay nothing special but met basic needs,Neutral
The staff was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-04-12,Group,the staff was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The room was noisy. Very disappointed with the service.,1,2025-08-27,Group,the room was noisy very disappointed with the service,Negative
The staff was friendly. Really enjoyed my stay!,5,2026-01-09,Business,the staff was friendly really enjoyed my stay,Positive
The staff was okay. Nothing special but met basic needs.,3,2025-02-06,Group,the staff was okay nothing special but met basic needs,Neutral
The room was quiet. Really enjoyed my stay!,5,2025-03-19,Couple,the room was quiet really enjoyed my stay,Positive
The staff was unwelcoming. Very disappointed with the service.,2,2025-02-11,Couple,the staff was unwelcoming very disappointed with the service,Negative
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-12-10,Couple,the food was delicious really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-08-03,Solo,the cleanliness was fresh really enjoyed my stay,Positive
The food was expensive. Very disappointed with the service.,1,2025-04-16,Group,the food was expensive very disappointed with the service,Negative
The room was clean. Really enjoyed my stay!,4,2025-05-30,Business,the room was clean really enjoyed my stay,Positive
The staff was friendly. Really enjoyed my stay!,4,2025-03-08,Solo,the staff was friendly really enjoyed my stay,Positive
The room was spacious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-27,Couple,the room was spacious really enjoyed my stay i would consider coming back if things improve,Positive
The staff was professional. Really enjoyed my stay!,4,2025-07-28,Solo,the staff was professional really enjoyed my stay,Positive
The room was spacious. Really enjoyed my stay!,5,2025-12-01,Group,the room was spacious really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-02-24,Solo,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The food was cold. Very disappointed with the service.,2,2025-07-13,Couple,the food was cold very disappointed with the service,Negative
The staff was helpful. Really enjoyed my stay!,5,2025-08-17,Solo,the staff was helpful really enjoyed my stay,Positive
The staff was kind. Really enjoyed my stay!,4,2025-12-19,Couple,the staff was kind really enjoyed my stay,Positive
The staff was helpful. Really enjoyed my stay!,4,2025-02-27,Solo,the staff was helpful really enjoyed my stay,Positive
The food was limited. Very disappointed with the service.,2,2025-08-15,Business,the food was limited very disappointed with the service,Negative
The staff was rude. Very disappointed with the service. I would consider coming back if things improve.,1,2025-08-04,Business,the staff was rude very disappointed with the service i would consider coming back if things improve,Negative
The food was expensive. Very disappointed with the service.,1,2025-07-20,Business,the food was expensive very disappointed with the service,Negative
The room was dirty. Very disappointed with the service.,2,2025-03-26,Group,the room was dirty very disappointed with the service,Negative
The room was noisy. Very disappointed with the service.,2,2025-07-14,Couple,the room was noisy very disappointed with the service,Negative
The staff was professional. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-31,Business,the staff was professional really enjoyed my stay i would consider coming back if things improve,Positive
The food was expensive. Very disappointed with the service.,1,2025-02-16,Business,the food was expensive very disappointed with the service,Negative
The staff was okay. Nothing special but met basic needs.,3,2025-01-16,Couple,the staff was okay nothing special but met basic needs,Neutral
The room was noisy. Very disappointed with the service. I would consider coming back if things improve.,2,2025-05-31,Solo,the room was noisy very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was okay. Nothing special but met basic needs.,3,2026-01-03,Group,the cleanliness was okay nothing special but met basic needs,Neutral
The food was okay. Nothing special but met basic needs.,3,2025-02-27,Family,the food was okay nothing special but met basic needs,Neutral
The cleanliness was okay. Nothing special but met basic needs.,3,2025-02-16,Business,the cleanliness was okay nothing special but met basic needs,Neutral
The staff was slow. Very disappointed with the service.,2,2025-09-21,Group,the staff was slow very disappointed with the service,Negative
The room was comfortable. Really enjoyed my stay!,4,2025-11-09,Solo,the room was comfortable really enjoyed my stay,Positive
The room was dirty. Very disappointed with the service.,2,2025-07-06,Business,the room was dirty very disappointed with the service,Negative
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-25,Group,the food was breakfast really enjoyed my stay i would consider coming back if things improve,Positive
The staff was helpful. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-03-27,Business,the staff was helpful really enjoyed my stay i would consider coming back if things improve,Positive
The food was cold. Very disappointed with the service.,2,2025-11-24,Couple,the food was cold very disappointed with the service,Negative
The food was expensive. Very disappointed with the service. I would consider coming back if things improve.,1,2025-04-04,Family,the food was expensive very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was hygienic. Really enjoyed my stay!,4,2025-02-05,Family,the cleanliness was hygienic really enjoyed my stay,Positive
The room was spacious. Really enjoyed my stay!,4,2025-08-06,Solo,the room was spacious really enjoyed my stay,Positive
The food was limited. Very disappointed with the service.,1,2025-08-10,Group,the food was limited very disappointed with the service,Negative
The cleanliness was moldy. Very disappointed with the service.,1,2025-01-23,Business,the cleanliness was moldy very disappointed with the service,Negative
The staff was rude. Very disappointed with the service.,1,2025-12-02,Couple,the staff was rude very disappointed with the service,Negative
The cleanliness was hygienic. Really enjoyed my stay!,5,2025-06-18,Couple,the cleanliness was hygienic really enjoyed my stay,Positive
The food was buffet. Really enjoyed my stay!,4,2026-01-28,Couple,the food was buffet really enjoyed my stay,Positive
The room was noisy. Very disappointed with the service.,2,2025-10-27,Family,the room was noisy very disappointed with the service,Negative
The food was breakfast. Really enjoyed my stay! I would consider coming back if things improve.,4,2025-10-27,Family,the food was breakfast really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was dusty. Very disappointed with the service.,2,2025-01-11,Solo,the cleanliness was dusty very disappointed with the service,Negative
The food was okay. Nothing special but met basic needs. I would consider coming back if things improve.,3,2025-09-28,Couple,the food was okay nothing special but met basic needs i would consider coming back if things improve,Neutral
The food was limited. Very disappointed with the service.,1,2025-04-21,Group,the food was limited very disappointed with the service,Negative
The cleanliness was moldy. Very disappointed with the service.,2,2025-01-12,Group,the cleanliness was moldy very disappointed with the service,Negative
The room was dirty. Very disappointed with the service.,1,2025-07-08,Solo,the room was dirty very disappointed with the service,Negative
The room was dirty. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-29,Business,the room was dirty very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was okay. Nothing special but met basic needs.,3,2025-05-12,Business,the cleanliness was okay nothing special but met basic needs,Neutral
The food was delicious. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-11-23,Group,the food was delicious really enjoyed my stay i would consider coming back if things improve,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-04-11,Family,the cleanliness was fresh really enjoyed my stay,Positive
The cleanliness was dusty. Very disappointed with the service. I would consider coming back if things improve.,1,2025-07-27,Group,the cleanliness was dusty very disappointed with the service i would consider coming back if things improve,Negative
The cleanliness was dirty. Very disappointed with the service.,2,2025-09-17,Couple,the cleanliness was dirty very disappointed with the service,Negative
The room was okay. Nothing special but met basic needs.,3,2025-05-25,Group,the room was okay nothing special but met basic needs,Neutral
The staff was kind. Really enjoyed my stay!,5,2025-11-01,Solo,the staff was kind really enjoyed my stay,Positive
The room was noisy. Very disappointed with the service. I would consider coming back if things improve.,1,2026-01-16,Solo,the room was noisy very disappointed with the service i would consider coming back if things improve,Negative
The food was okay. Nothing special but met basic needs.,3,2025-02-02,Couple,the food was okay nothing special but met basic needs,Neutral
The cleanliness was fresh. Really enjoyed my stay!,5,2026-01-02,Solo,the cleanliness was fresh really enjoyed my stay,Positive
The food was breakfast. Really enjoyed my stay!,5,2025-06-25,Group,the food was breakfast really enjoyed my stay,Positive
The cleanliness was spotless. Really enjoyed my stay!,5,2025-09-27,Family,the cleanliness was spotless really enjoyed my stay,Positive
The food was okay. Nothing special but met basic needs.,3,2025-01-16,Group,the food was okay nothing special but met basic needs,Neutral
The food was buffet. Really enjoyed my stay! I would consider coming back if things improve.,5,2025-01-18,Couple,the food was buffet really enjoyed my stay i would consider coming back if things improve,Positive
The room was comfortable. Really enjoyed my stay!,5,2025-04-21,Group,the room was comfortable really enjoyed my stay,Positive
The staff was kind. Really enjoyed my stay!,4,2025-11-27,Business,the staff was kind really enjoyed my stay,Positive
The cleanliness was fresh. Really enjoyed my stay!,5,2025-07-20,Couple,the cleanliness was fresh really enjoyed my stay,Positive
The food was expensive. Very disappointed with the service.,1,2025-01-29,Business,the food was expensive very disappointed with the service,Negative
